1,0.8714285714
1,0.8846153846
1,0.8918918919
1,0.8472222222
1,0.9054054054
1,0.8513513514
0.9571428571,0.9142857143
0.9857142857,0.9
1,0.8648648649
1,0.9324324324
0.9830508475,0.8644067797
0.9910714286,0.9107142857
0.9912280702,0.9035087719
1,0.8644067797
1,0.8793103448
0.9754098361,0.868852459
0.9661016949,0.8983050847
0.9672131148,0.893442623
0.9322033898,0.8305084746
0.9583333333,0.9333333333
0.9933333333,0.8066666667
0.9556962025,0.8481012658
0.976744186,0.9011627907
0.9470588235,0.8588235294
0.96875,0.8875
0.9756097561,0.9207317073
0.9551282051,0.9102564103
0.9733333333,0.9333333333
0.9939759036,0.8554216867
0.9797297297,0.9054054054
0.97,0.905
0.984375,0.890625
0.9460784314,0.8774509804
0.9494949495,0.8686868687
0.9752475248,0.8712871287
0.9623655914,0.8870967742
0.9947368421,0.8947368421
0.972826087,0.8695652174
0.965,0.9
0.9744897959,0.8418367347
0.9153225806,0.8588709677
0.9700854701,0.8760683761
0.9661016949,0.8559322034
0.9541666667,0.8708333333
0.936440678,0.936440678
0.9786324786,0.9017094017
0.9830508475,0.8347457627
0.9700854701,0.8846153846
0.9430894309,0.8739837398
0.9525862069,0.8663793103
0.9689655172,0.9103448276
0.9535714286,0.9035714286
0.9705882353,0.8566176471
0.9705882353,0.8823529412
0.9615384615,0.8881118881
0.9847328244,0.9007633588
0.9142857143,0.85
0.984962406,0.8947368421
0.9781021898,0.8832116788
0.9392857143,0.8857142857
0.9707792208,0.9025974026
0.9079754601,0.8742331288
0.9591194969,0.8742138365
0.9465408805,0.8459119497
0.9685534591,0.9119496855
0.95,0.9
0.9677419355,0.8903225806
0.9516129032,0.8838709677
0.9455128205,0.8846153846
0.9191616766,0.8532934132
0.9864864865,0.9054054054
1,0.8815789474
0.9634146341,0.9024390244
0.9756097561,0.8536585366
0.9871794872,0.8461538462
0.9634146341,0.8658536585
0.9736842105,0.9342105263
0.9761904762,0.880952381
1,0.8974358974
0.988372093,0.8488372093
0.9682539683,0.9047619048
0.9736842105,0.9385964912
0.9491525424,0.8644067797
0.9838709677,0.8951612903
0.9907407407,0.9351851852
0.9910714286,0.9107142857
1,0.8852459016
1,0.9262295082
0.9661016949,0.9152542373
0.9375,0.8303571429
0.9638554217,0.9096385542
0.9573170732,0.8780487805
0.9817073171,0.8536585366
0.962962963,0.9074074074
0.962962963,0.9074074074
0.9933333333,0.9
0.9718309859,0.8802816901
0.9679487179,0.9038461538
0.9805194805,0.9220779221
0.9933333333,0.9133333333
0.984375,0.8854166667
0.9842105263,0.8947368421
0.9705882353,0.8725490196
0.9690721649,0.8917525773
0.9947916667,0.8854166667
0.984375,0.890625
0.9690721649,0.881443299
0.9455445545,0.900990099
0.9526315789,0.9157894737
0.9653465347,0.900990099
0.9615384615,0.9017094017
0.9788135593,0.8855932203
0.9788135593,0.8898305085
0.9791666667,0.9166666667
0.9663865546,0.8697478992
0.9795081967,0.8893442623
0.9572649573,0.8760683761
0.9628099174,0.8801652893
0.9875,0.9125
0.9541284404,0.9036697248
0.9552238806,0.8843283582
0.9772727273,0.8939393939
0.9826388889,0.9305555556
0.9664179104,0.8619402985
0.9740740741,0.862962963
0.9558823529,0.8970588235
0.9642857143,0.9107142857
0.9637681159,0.884057971
0.9703703704,0.9111111111
0.9270072993,0.8759124088
0.9409937888,0.8788819876
0.95625,0.865625
0.962962963,0.8858024691
0.9458598726,0.8821656051
0.9423076923,0.8653846154
0.9316770186,0.8571428571
0.971875,0.9
0.9318181818,0.8896103896
0.9420731707,0.881097561
0.966442953,0.889261745
